,sample,iteration,entropy,pLDDT
0,000000,1,2.255859375,0.73
1,000000,2,2.349609375,0.6191
2,000000,3,2.2734375,0.7593
3,000000,4,2.2265625,0.7056
4,000000,5,2.16015625,0.6646
5,000000,6,1.9970703125,0.7441
6,000000,7,1.865234375,0.8242
7,000000,8,1.853515625,0.8652
8,000000,9,1.58203125,0.8677
9,000000,10,1.4482421875,0.8677
10,000000,11,1.5,0.8672
11,000000,12,1.18359375,0.9297
12,000000,13,1.0654296875,0.9033
13,000000,14,1.0927734375,0.9199
14,000000,15,0.94775390625,0.8594
15,000000,16,0.84228515625,0.9453
16,000000,17,0.6689453125,0.9561
17,000000,18,0.49609375,0.9541
18,000000,19,0.398681640625,0.9624
19,000000,20,0.3720703125,0.9014
20,000000,21,0.307861328125,0.9609
21,000000,22,0.27880859375,0.9604
22,000000,23,0.2998046875,0.9668
23,000000,24,0.26416015625,0.9717
24,000000,25,0.435791015625,0.8418
25,000001,1,2.32421875,0.6523
26,000001,2,2.322265625,0.6846
27,000001,3,2.314453125,0.7427
28,000001,4,2.234375,0.751
29,000001,5,2.30078125,0.6948
30,000001,6,1.998046875,0.6953
31,000001,7,1.9306640625,0.752
32,000001,8,1.8203125,0.7529
33,000001,9,1.908203125,0.8135
34,000001,10,1.69140625,0.8184
35,000001,11,1.4453125,0.8765
36,000001,12,1.3740234375,0.8584
37,000001,13,1.19921875,0.8945
38,000001,14,1.19140625,0.8643
39,000001,15,1.0947265625,0.8931
40,000001,16,1.095703125,0.8911
41,000001,17,0.89208984375,0.8975
42,000001,18,0.69873046875,0.9082
43,000001,19,0.59423828125,0.8716
44,000001,20,0.6455078125,0.9092
45,000001,21,0.57275390625,0.9253
46,000001,22,0.47216796875,0.9351
47,000001,23,0.416015625,0.9229
48,000001,24,0.414794921875,0.9243
49,000001,25,0.302490234375,0.9478
50,000002,1,2.26953125,0.6958
51,000002,2,2.36328125,0.6743
52,000002,3,2.26953125,0.7661
53,000002,4,2.19921875,0.6128
54,000002,5,2.09375,0.5957
55,000002,6,2.072265625,0.749
56,000002,7,1.919921875,0.7588
57,000002,8,1.73828125,0.7939
58,000002,9,1.81640625,0.7793
59,000002,10,1.767578125,0.8242
60,000002,11,1.4794921875,0.9067
61,000002,12,1.2216796875,0.8789
62,000002,13,1.0673828125,0.8682
63,000002,14,1.0673828125,0.8716
64,000002,15,0.951171875,0.8916
65,000002,16,0.70068359375,0.856
66,000002,17,0.708984375,0.8901
67,000002,18,0.5830078125,0.8916
68,000002,19,0.62939453125,0.8892
69,000002,20,0.5634765625,0.8916
70,000002,21,0.4970703125,0.8945
71,000002,22,0.447265625,0.9116
72,000002,23,0.4287109375,0.8828
73,000002,24,0.453369140625,0.8999
74,000002,25,0.477783203125,0.8926
75,000003,1,2.27734375,0.7881
76,000003,2,2.38671875,0.6338
77,000003,3,2.345703125,0.6802
78,000003,4,2.166015625,0.7666
79,000003,5,2.1640625,0.7539
80,000003,6,2.0546875,0.7549
81,000003,7,2.171875,0.7959
82,000003,8,1.8564453125,0.7974
83,000003,9,1.9150390625,0.8521
84,000003,10,1.708984375,0.9038
85,000003,11,1.4130859375,0.877
86,000003,12,1.287109375,0.8696
87,000003,13,1.2431640625,0.8818
88,000003,14,1.244140625,0.7993
89,000003,15,1.0439453125,0.8911
90,000003,16,0.77197265625,0.9224
91,000003,17,0.501953125,0.9048
92,000003,18,0.58642578125,0.8843
93,000003,19,0.481689453125,0.9141
94,000003,20,0.3251953125,0.9292
95,000003,21,0.3076171875,0.9033
96,000003,22,0.24853515625,0.9355
97,000003,23,0.1661376953125,0.9429
98,000003,24,0.107177734375,0.9487
99,000003,25,0.2037353515625,0.8374
100,000004,1,2.29296875,0.6797
101,000004,2,2.265625,0.7725
102,000004,3,2.169921875,0.7979
103,000004,4,2.185546875,0.731
104,000004,5,2.07421875,0.7764
105,000004,6,1.9921875,0.7891
106,000004,7,1.943359375,0.77
107,000004,8,1.8779296875,0.7549
108,000004,9,1.69140625,0.8076
109,000004,10,1.6748046875,0.8438
110,000004,11,1.37890625,0.8555
111,000004,12,1.4326171875,0.8369
112,000004,13,1.1572265625,0.8662
113,000004,14,1.353515625,0.8867
114,000004,15,1.25390625,0.8789
115,000004,16,1.0595703125,0.8892
116,000004,17,0.95556640625,0.9072
117,000004,18,0.98095703125,0.9165
118,000004,19,0.8310546875,0.8809
119,000004,20,0.828125,0.8716
120,000004,21,0.73681640625,0.8599
121,000004,22,0.70947265625,0.8652
122,000004,23,0.74755859375,0.8623
123,000004,24,0.76416015625,0.8389
124,000004,25,0.7041015625,0.8604
125,000005,1,2.24609375,0.7632
126,000005,2,2.3046875,0.7119
127,000005,3,2.259765625,0.749
128,000005,4,2.212890625,0.6543
129,000005,5,2.275390625,0.7539
130,000005,6,2.205078125,0.7842
131,000005,7,2.07421875,0.8149
132,000005,8,1.8603515625,0.8301
133,000005,9,1.88671875,0.8228
134,000005,10,1.7431640625,0.8442
135,000005,11,1.6689453125,0.8408
136,000005,12,1.5869140625,0.8457
137,000005,13,1.2568359375,0.8662
138,000005,14,1.16796875,0.8965
139,000005,15,0.982421875,0.9302
140,000005,16,1.0087890625,0.9409
141,000005,17,0.82177734375,0.8667
142,000005,18,0.818359375,0.8174
143,000005,19,0.71875,0.9585
144,000005,20,0.52392578125,0.8726
145,000005,21,0.385986328125,0.9517
146,000005,22,0.3798828125,0.9033
147,000005,23,0.15576171875,0.9702
148,000005,24,0.132568359375,0.9375
149,000005,25,0.325439453125,0.6597
150,000006,1,2.27734375,0.7725
151,000006,2,2.33984375,0.7456
152,000006,3,2.35546875,0.6172
153,000006,4,2.30859375,0.6914
154,000006,5,2.130859375,0.8149
155,000006,6,2.0,0.8145
156,000006,7,2.064453125,0.7754
157,000006,8,1.7861328125,0.8203
158,000006,9,1.6640625,0.8438
159,000006,10,1.5185546875,0.855
160,000006,11,1.4501953125,0.7988
161,000006,12,1.6123046875,0.8457
162,000006,13,1.2763671875,0.8447
163,000006,14,1.1015625,0.8887
164,000006,15,0.89306640625,0.9155
165,000006,16,0.66845703125,0.9165
166,000006,17,0.7783203125,0.9385
167,000006,18,0.64501953125,0.9399
168,000006,19,0.60302734375,0.9429
169,000006,20,0.5126953125,0.9199
170,000006,21,0.448486328125,0.9277
171,000006,22,0.349365234375,0.9492
172,000006,23,0.143310546875,0.9692
173,000006,24,0.06353759765625,0.9507
174,000006,25,0.107177734375,0.8916
175,000007,1,2.294921875,0.792
176,000007,2,2.361328125,0.7539
177,000007,3,2.298828125,0.8091
178,000007,4,2.224609375,0.7397
179,000007,5,2.123046875,0.7593
180,000007,6,1.9677734375,0.8062
181,000007,7,1.810546875,0.7734
182,000007,8,1.7294921875,0.8403
183,000007,9,1.77734375,0.8247
184,000007,10,1.4375,0.8257
185,000007,11,1.55078125,0.8711
186,000007,12,1.09375,0.8516
187,000007,13,1.390625,0.8164
188,000007,14,1.0595703125,0.8066
189,000007,15,0.9697265625,0.8828
190,000007,16,1.0556640625,0.8911
191,000007,17,0.75,0.8906
192,000007,18,0.6806640625,0.9146
193,000007,19,0.646484375,0.9121
194,000007,20,0.65576171875,0.9189
195,000007,21,0.5947265625,0.8955
196,000007,22,0.6279296875,0.9038
197,000007,23,0.62646484375,0.9077
198,000007,24,0.61083984375,0.9238
199,000007,25,0.625,0.9189
200,000008,1,2.3359375,0.6299
201,000008,2,2.380859375,0.6323
202,000008,3,2.31640625,0.7837
203,000008,4,2.255859375,0.7129
204,000008,5,1.9541015625,0.7456
205,000008,6,1.9833984375,0.7446
206,000008,7,1.771484375,0.8081
207,000008,8,1.810546875,0.7563
208,000008,9,1.81640625,0.834
209,000008,10,1.404296875,0.8809
210,000008,11,1.4072265625,0.8247
211,000008,12,1.2490234375,0.8726
212,000008,13,1.09375,0.8779
213,000008,14,1.09375,0.856
214,000008,15,1.13671875,0.8462
215,000008,16,0.9228515625,0.8413
216,000008,17,1.001953125,0.853
217,000008,18,1.0009765625,0.8438
218,000008,19,0.87255859375,0.8784
219,000008,20,0.61669921875,0.8862
220,000008,21,0.479248046875,0.9253
221,000008,22,0.37451171875,0.8843
222,000008,23,0.31396484375,0.8867
223,000008,24,0.404296875,0.8203
224,000008,25,0.246337890625,0.9414
225,000009,1,2.32421875,0.751
226,000009,2,2.365234375,0.7695
227,000009,3,2.263671875,0.749
228,000009,4,2.228515625,0.644
229,000009,5,2.06640625,0.7358
230,000009,6,2.17578125,0.7822
231,000009,7,1.9521484375,0.8247
232,000009,8,1.66015625,0.8286
233,000009,9,1.642578125,0.855
234,000009,10,1.458984375,0.8687
235,000009,11,1.3798828125,0.856
236,000009,12,1.365234375,0.8833
237,000009,13,1.185546875,0.8545
238,000009,14,1.0634765625,0.8574
239,000009,15,0.93212890625,0.8945
240,000009,16,0.7900390625,0.8726
241,000009,17,0.736328125,0.8779
242,000009,18,0.80712890625,0.8857
243,000009,19,0.90087890625,0.873
244,000009,20,0.88916015625,0.877
245,000009,21,0.8740234375,0.8794
246,000009,22,0.82568359375,0.8726
247,000009,23,0.826171875,0.8955
248,000009,24,0.771484375,0.8911
249,000009,25,0.72900390625,0.8857
250,000010,1,2.283203125,0.7441
251,000010,2,2.326171875,0.7939
252,000010,3,2.20703125,0.7583
253,000010,4,2.119140625,0.8008
254,000010,5,2.123046875,0.7954
255,000010,6,2.046875,0.8403
256,000010,7,1.9326171875,0.8135
257,000010,8,1.673828125,0.8184
258,000010,9,1.6796875,0.8481
259,000010,10,1.5517578125,0.8789
260,000010,11,1.294921875,0.8394
261,000010,12,1.2744140625,0.8237
262,000010,13,1.4228515625,0.8228
263,000010,14,1.25,0.877
264,000010,15,1.1171875,0.8657
265,000010,16,1.0849609375,0.8618
266,000010,17,1.1787109375,0.8687
267,000010,18,0.92578125,0.8672
268,000010,19,0.8583984375,0.8662
269,000010,20,0.80322265625,0.8945
270,000010,21,0.69921875,0.8481
271,000010,22,0.6611328125,0.8887
272,000010,23,0.623046875,0.8892
273,000010,24,0.59765625,0.8906
274,000010,25,0.55029296875,0.8877
275,000011,1,2.298828125,0.6709
276,000011,2,2.33984375,0.7256
277,000011,3,2.3203125,0.7334
278,000011,4,2.265625,0.7422
279,000011,5,1.982421875,0.7642
280,000011,6,2.08203125,0.7769
281,000011,7,1.8623046875,0.8052
282,000011,8,1.8681640625,0.8184
283,000011,9,1.93359375,0.8203
284,000011,10,1.740234375,0.874
285,000011,11,1.208984375,0.793
286,000011,12,1.4267578125,0.873
287,000011,13,1.25390625,0.9082
288,000011,14,1.1162109375,0.9468
289,000011,15,0.9775390625,0.8818
290,000011,16,0.9072265625,0.9507
291,000011,17,0.7236328125,0.9443
292,000011,18,0.53955078125,0.9502
293,000011,19,0.301025390625,0.9663
294,000011,20,0.3525390625,0.8994
295,000011,21,0.203369140625,0.9707
296,000011,22,0.362548828125,0.8198
297,000011,23,0.1153564453125,0.9751
298,000011,24,0.03253173828125,0.9761
299,000011,25,0.0227203369140625,0.9331
300,000012,1,2.259765625,0.7217
301,000012,2,2.39453125,0.5591
302,000012,3,2.318359375,0.6177
303,000012,4,2.220703125,0.7554
304,000012,5,2.126953125,0.7666
305,000012,6,2.1171875,0.7944
306,000012,7,2.001953125,0.7676
307,000012,8,1.888671875,0.748
308,000012,9,1.69140625,0.8403
309,000012,10,1.5966796875,0.8276
310,000012,11,1.5595703125,0.8398
311,000012,12,1.4775390625,0.8657
312,000012,13,1.1923828125,0.8828
313,000012,14,1.0732421875,0.9155
314,000012,15,0.82861328125,0.8569
315,000012,16,0.79248046875,0.9502
316,000012,17,0.70947265625,0.8569
317,000012,18,0.68603515625,0.9468
