,sample,iteration,entropy,pLDDT
0,000000,1,0.5234375,0.8247
1,000000,2,0.51806640625,0.8252
2,000000,3,0.51953125,0.8218
3,000000,4,0.4697265625,0.8179
4,000000,5,0.493896484375,0.8306
5,000000,6,0.447998046875,0.8228
6,000000,7,0.46484375,0.8232
7,000000,8,0.399169921875,0.8159
8,000000,9,0.41259765625,0.8291
9,000000,10,0.328857421875,0.8306
10,000000,11,0.306396484375,0.8179
11,000000,12,0.26904296875,0.8335
12,000000,13,0.232666015625,0.8472
13,000000,14,0.24462890625,0.8525
14,000000,15,0.19140625,0.8501
15,000000,16,0.2083740234375,0.856
16,000000,17,0.145751953125,0.8667
17,000000,18,0.1951904296875,0.8701
18,000000,19,0.2276611328125,0.8599
19,000000,20,0.1781005859375,0.8628
20,000000,21,0.1617431640625,0.8618
21,000000,22,0.367431640625,0.8589
22,000000,23,0.5625,0.8652
23,000000,24,0.6943359375,0.8589
24,000000,25,0.91845703125,0.8599
25,000001,1,1.12109375,0.6631
26,000001,2,1.125,0.6543
27,000001,3,1.0791015625,0.647
28,000001,4,1.0908203125,0.6514
29,000001,5,1.052734375,0.6455
30,000001,6,0.9765625,0.6479
31,000001,7,0.9228515625,0.6479
32,000001,8,0.9189453125,0.6558
33,000001,9,0.92041015625,0.6611
34,000001,10,0.82666015625,0.6523
35,000001,11,0.82568359375,0.6641
36,000001,12,0.591796875,0.7124
37,000001,13,0.497314453125,0.752
38,000001,14,0.38671875,0.7563
39,000001,15,0.330322265625,0.7729
40,000001,16,0.29052734375,0.7852
41,000001,17,0.255126953125,0.7754
42,000001,18,0.258544921875,0.7881
43,000001,19,0.2242431640625,0.75
44,000001,20,0.490478515625,0.7705
45,000001,21,0.370849609375,0.7646
46,000001,22,0.7314453125,0.7773
47,000001,23,0.7333984375,0.7808
48,000001,24,1.0712890625,0.7837
49,000001,25,1.0126953125,0.7671
50,000002,1,1.0029296875,0.6865
51,000002,2,1.0166015625,0.6763
52,000002,3,0.974609375,0.6777
53,000002,4,0.95458984375,0.6782
54,000002,5,0.9052734375,0.6807
55,000002,6,0.88525390625,0.6782
56,000002,7,0.76806640625,0.689
57,000002,8,0.732421875,0.6831
58,000002,9,0.70556640625,0.7036
59,000002,10,0.70947265625,0.7002
60,000002,11,0.64892578125,0.7007
61,000002,12,0.50439453125,0.7637
62,000002,13,0.509765625,0.77
63,000002,14,0.42724609375,0.7876
64,000002,15,0.2841796875,0.7944
65,000002,16,0.27783203125,0.7642
66,000002,17,0.223388671875,0.8169
67,000002,18,0.2646484375,0.8345
68,000002,19,0.341796875,0.832
69,000002,20,0.56787109375,0.8398
70,000002,21,0.2548828125,0.8037
71,000002,22,0.70654296875,0.8359
72,000002,23,0.7822265625,0.8164
73,000002,24,0.9765625,0.8247
74,000002,25,1.1591796875,0.8208
75,000003,1,0.52783203125,0.8423
76,000003,2,0.54833984375,0.8354
77,000003,3,0.53857421875,0.833
78,000003,4,0.5205078125,0.8125
79,000003,5,0.4609375,0.8105
80,000003,6,0.494873046875,0.8193
81,000003,7,0.469482421875,0.8203
82,000003,8,0.40625,0.8159
83,000003,9,0.354736328125,0.8149
84,000003,10,0.346923828125,0.8188
85,000003,11,0.31298828125,0.8149
86,000003,12,0.31884765625,0.834
87,000003,13,0.22314453125,0.8296
88,000003,14,0.1602783203125,0.8467
89,000003,15,0.1260986328125,0.8481
90,000003,16,0.160400390625,0.8457
91,000003,17,0.1116943359375,0.8579
92,000003,18,0.1395263671875,0.8521
93,000003,19,0.1458740234375,0.853
94,000003,20,0.17041015625,0.8589
95,000003,21,0.255859375,0.8589
96,000003,22,0.254638671875,0.856
97,000003,23,0.59716796875,0.8384
98,000003,24,0.712890625,0.8477
99,000003,25,0.716796875,0.8506
100,000004,1,0.58642578125,0.814
101,000004,2,0.59033203125,0.7974
102,000004,3,0.56884765625,0.8042
103,000004,4,0.55712890625,0.7983
104,000004,5,0.53759765625,0.79
105,000004,6,0.497314453125,0.7866
106,000004,7,0.51708984375,0.79
107,000004,8,0.5244140625,0.7822
108,000004,9,0.51904296875,0.7847
109,000004,10,0.48876953125,0.7896
110,000004,11,0.4404296875,0.7925
111,000004,12,0.364990234375,0.7896
112,000004,13,0.278076171875,0.7954
113,000004,14,0.327392578125,0.791
114,000004,15,0.28125,0.7949
115,000004,16,0.2218017578125,0.791
116,000004,17,0.1805419921875,0.7954
117,000004,18,0.2198486328125,0.7886
118,000004,19,0.1397705078125,0.7837
119,000004,20,0.2958984375,0.7886
120,000004,21,0.1695556640625,0.7847
121,000004,22,0.47119140625,0.7915
122,000004,23,0.64892578125,0.791
123,000004,24,0.60205078125,0.7939
124,000004,25,0.92919921875,0.7905
125,000005,1,1.1337890625,0.6709
126,000005,2,1.1494140625,0.6499
127,000005,3,1.1005859375,0.6421
128,000005,4,1.0517578125,0.6455
129,000005,5,1.064453125,0.6426
130,000005,6,1.0068359375,0.6436
131,000005,7,0.9638671875,0.6514
132,000005,8,0.99609375,0.6528
133,000005,9,0.89599609375,0.6577
134,000005,10,0.70703125,0.687
135,000005,11,0.7119140625,0.7529
136,000005,12,0.59716796875,0.7959
137,000005,13,0.421142578125,0.8149
138,000005,14,0.281494140625,0.855
139,000005,15,0.2095947265625,0.8174
140,000005,16,0.34228515625,0.8638
141,000005,17,0.2330322265625,0.8442
142,000005,18,0.35498046875,0.8545
143,000005,19,0.33154296875,0.833
144,000005,20,0.436767578125,0.7876
145,000005,21,0.5546875,0.834
146,000005,22,0.258544921875,0.8574
147,000005,23,0.95068359375,0.8286
148,000005,24,0.87353515625,0.8291
149,000005,25,1.033203125,0.8164
150,000006,1,0.72900390625,0.7622
151,000006,2,0.73583984375,0.7568
152,000006,3,0.6953125,0.7471
153,000006,4,0.71533203125,0.7432
154,000006,5,0.634765625,0.748
155,000006,6,0.64013671875,0.748
156,000006,7,0.6171875,0.7461
157,000006,8,0.62939453125,0.7524
158,000006,9,0.5859375,0.7515
159,000006,10,0.5458984375,0.7495
160,000006,11,0.4814453125,0.7427
161,000006,12,0.53662109375,0.7554
162,000006,13,0.4150390625,0.7534
163,000006,14,0.439453125,0.7563
164,000006,15,0.320068359375,0.7764
165,000006,16,0.251953125,0.7891
166,000006,17,0.171630859375,0.8301
167,000006,18,0.217529296875,0.8486
168,000006,19,0.302490234375,0.7876
169,000006,20,0.25390625,0.8394
170,000006,21,0.505859375,0.7783
171,000006,22,0.673828125,0.7856
172,000006,23,0.5234375,0.7778
173,000006,24,0.5673828125,0.7778
174,000006,25,0.98388671875,0.769
175,000007,1,0.921875,0.6997
176,000007,2,0.9365234375,0.6958
177,000007,3,0.916015625,0.6968
178,000007,4,0.8857421875,0.6948
179,000007,5,0.8466796875,0.6958
180,000007,6,0.83251953125,0.6973
181,000007,7,0.85693359375,0.6997
182,000007,8,0.8203125,0.6997
183,000007,9,0.72607421875,0.709
184,000007,10,0.5888671875,0.7212
185,000007,11,0.51953125,0.7271
186,000007,12,0.548828125,0.7163
187,000007,13,0.42333984375,0.7373
188,000007,14,0.333740234375,0.7412
189,000007,15,0.283203125,0.7642
190,000007,16,0.253173828125,0.7754
191,000007,17,0.251220703125,0.8198
192,000007,18,0.2152099609375,0.77
193,000007,19,0.3505859375,0.7983
194,000007,20,0.3955078125,0.7744
195,000007,21,0.599609375,0.8184
196,000007,22,0.5107421875,0.8052
197,000007,23,0.7158203125,0.7656
198,000007,24,0.763671875,0.7837
199,000007,25,0.95166015625,0.7612
200,000008,1,0.93701171875,0.7256
201,000008,2,0.95068359375,0.7075
202,000008,3,0.94189453125,0.6978
203,000008,4,0.90673828125,0.6899
204,000008,5,0.8818359375,0.6919
205,000008,6,0.84033203125,0.6909
206,000008,7,0.79541015625,0.6885
207,000008,8,0.73046875,0.6987
208,000008,9,0.6455078125,0.7056
209,000008,10,0.6669921875,0.7134
210,000008,11,0.56005859375,0.7236
211,000008,12,0.474853515625,0.7871
212,000008,13,0.382080078125,0.8457
213,000008,14,0.278564453125,0.8521
214,000008,15,0.260009765625,0.8545
215,000008,16,0.240966796875,0.8511
216,000008,17,0.218017578125,0.8618
217,000008,18,0.317138671875,0.8013
218,000008,19,0.341796875,0.8647
219,000008,20,0.485107421875,0.8657
220,000008,21,0.361572265625,0.8638
221,000008,22,0.81103515625,0.8682
222,000008,23,0.6650390625,0.8174
223,000008,24,1.1328125,0.8623
224,000008,25,0.9658203125,0.8657
225,000009,1,0.7431640625,0.7515
226,000009,2,0.75244140625,0.751
227,000009,3,0.73828125,0.7358
228,000009,4,0.705078125,0.7441
229,000009,5,0.6767578125,0.7461
230,000009,6,0.63623046875,0.7495
231,000009,7,0.62353515625,0.7476
232,000009,8,0.63916015625,0.749
233,000009,9,0.5703125,0.7573
234,000009,10,0.56103515625,0.7598
235,000009,11,0.5068359375,0.7637
236,000009,12,0.426513671875,0.7583
237,000009,13,0.363037109375,0.7783
238,000009,14,0.2412109375,0.8159
239,000009,15,0.2073974609375,0.8501
240,000009,16,0.191650390625,0.8501
241,000009,17,0.174072265625,0.855
242,000009,18,0.1871337890625,0.8574
243,000009,19,0.261962890625,0.8398
244,000009,20,0.1688232421875,0.8433
245,000009,21,0.37548828125,0.8467
246,000009,22,0.497314453125,0.8491
247,000009,23,0.56494140625,0.8423
248,000009,24,0.58251953125,0.834
249,000009,25,0.9169921875,0.8281
250,000010,1,0.818359375,0.7319
251,000010,2,0.83251953125,0.7266
252,000010,3,0.79248046875,0.7202
253,000010,4,0.80322265625,0.7231
254,000010,5,0.76611328125,0.7241
255,000010,6,0.736328125,0.7231
256,000010,7,0.7490234375,0.7256
257,000010,8,0.67724609375,0.7109
258,000010,9,0.68115234375,0.7241
259,000010,10,0.6572265625,0.7192
260,000010,11,0.607421875,0.7261
261,000010,12,0.5439453125,0.7319
262,000010,13,0.44384765625,0.772
263,000010,14,0.37060546875,0.8018
264,000010,15,0.285400390625,0.8257
265,000010,16,0.271728515625,0.834
266,000010,17,0.21240234375,0.833
267,000010,18,0.253662109375,0.8301
268,000010,19,0.11566162109375,0.8467
269,000010,20,0.33251953125,0.8628
270,000010,21,0.27197265625,0.835
