,sample,iteration,entropy,pLDDT,watermark
3633,000145,9,1.7490234375,0.4995,-9.515912508093527e-08
3634,000145,10,1.7021484375,0.5127,0.012522277005824478
3635,000145,11,1.380859375,0.5771,-0.00023983645108358043
3636,000145,12,1.318359375,0.5503,-0.0008815873206178132
3637,000145,13,1.10546875,0.7002,-1.213779617789478e-07
3638,000145,14,1.013671875,0.6416,-0.0005397717784819296
3639,000145,15,0.8466796875,0.7021,0.005638701956291348
3640,000145,16,0.78515625,0.7793,0.0007376071546196933
3641,000145,17,0.63037109375,0.7925,-0.0030997606517562605
3642,000145,18,0.62451171875,0.8301,3.386303861311939e-18
3643,000145,19,0.5458984375,0.8359,-0.0005035147093155699
3644,000145,20,0.515625,0.8291,0.0007135853781516932
3645,000145,21,0.51123046875,0.8301,0.0012923582154319296
3646,000145,22,0.81201171875,0.8491,0.0012923582154319296
3647,000145,23,0.62109375,0.8369,0.0014001854268196473
3648,000145,24,1.16796875,0.8511,0.0014001854268196473
3649,000145,25,0.5087890625,0.8325,0.0014001854268196473
3650,000146,1,2.681640625,0.3232,-0.004148453802106183
3651,000146,2,2.6953125,0.4814,-0.003277814174963651
3652,000146,3,2.59765625,0.3662,0.000904210764709909
3653,000146,4,2.421875,0.3853,0.0012138209489771373
3654,000146,5,2.37109375,0.3684,0.0019955718816136586
3655,000146,6,1.9716796875,0.3601,0.01662328450033046
3656,000146,7,1.8671875,0.3203,0.005652383362125785
3657,000146,8,1.7685546875,0.3943,0.014769860215274877
3658,000146,9,1.7001953125,0.4036,-0.00027484579639495965
3659,000146,10,1.7333984375,0.3621,-0.004099491206627212
3660,000146,11,1.6484375,0.4104,0.012005888448142765
3661,000146,12,1.5380859375,0.4316,-0.027752784261217522
3662,000146,13,1.23828125,0.4734,0.0010982421826850886
3663,000146,14,0.91162109375,0.4463,0.003259334123415114
3664,000146,15,0.87890625,0.5132,0.0057125358497331635
3665,000146,16,0.7841796875,0.4736,-1.5989296732574174e-07
3666,000146,17,0.73779296875,0.5898,-0.0031623815396256204
3667,000146,18,0.5546875,0.5396,0.00033554008219828513
3668,000146,19,0.53271484375,0.561,-0.0024774992912294513
3669,000146,20,0.485107421875,0.627,-0.003731184597181365
3670,000146,21,0.48681640625,0.6694,-0.0002678950901621423
3671,000146,22,0.8544921875,0.6851,-0.0002678950901621423
3672,000146,23,1.0556640625,0.6782,-0.0002678950901621423
3673,000146,24,0.83544921875,0.6582,-0.0002678950901621423
3674,000146,25,1.0830078125,0.624,-0.0002678950901621423
3675,000147,1,2.75390625,0.3044,0.00838011988740145
3676,000147,2,2.73046875,0.3323,0.013522620704643273
3677,000147,3,2.54296875,0.3413,0.0003778705474666022
3678,000147,4,2.541015625,0.3462,-0.003099426751385436
3679,000147,5,2.333984375,0.3674,0.006662721794197274
3680,000147,6,2.103515625,0.4534,0.013704117520114745
3681,000147,7,2.044921875,0.4856,0.0020329988127712056
3682,000147,8,1.8828125,0.4573,0.014146382092062537
3683,000147,9,1.7861328125,0.4775,0.00038288234374467267
3684,000147,10,1.4130859375,0.5703,-0.00021674072943365236
3685,000147,11,1.296875,0.5938,1.586679343719248e-05
3686,000147,12,1.251953125,0.6431,-0.0006293325451912947
3687,000147,13,0.93798828125,0.7563,-9.902517121217593e-06
3688,000147,14,0.775390625,0.7222,-0.003600146926391573
3689,000147,15,0.7265625,0.6899,-6.361891930596348e-05
3690,000147,16,0.6171875,0.6577,-0.004034145592475696
3691,000147,17,0.53857421875,0.7061,0.0007081255754878141
3692,000147,18,0.58837890625,0.7056,0.0011956562919488156
3693,000147,19,0.4873046875,0.7466,0.0005368379310792745
3694,000147,20,0.703125,0.813,-0.0001947709365512796
3695,000147,21,0.29736328125,0.8125,-0.004102041345698415
3696,000147,22,0.59765625,0.8428,-0.004102041345698415
3697,000147,23,0.8369140625,0.5503,-0.004102041345698415
3698,000147,24,1.1376953125,0.7617,-0.004102041345698415
3699,000147,25,1.2705078125,0.7432,-0.004102041345698415
3700,000148,1,2.70703125,0.3438,-0.0009127733739846405
3701,000148,2,2.7265625,0.356,-1.4468583861785415e-07
3702,000148,3,2.607421875,0.3682,-0.0027699316797896935
3703,000148,4,2.517578125,0.3274,-0.0038177525502598943
3704,000148,5,2.39453125,0.4194,0.004089803654215546
3705,000148,6,2.34375,0.3806,0.00042999985173582805
3706,000148,7,2.099609375,0.4932,-5.834650317742282e-07
3707,000148,8,1.8447265625,0.4492,0.006735854981237549
3708,000148,9,1.7158203125,0.4502,-0.03404097961236513
3709,000148,10,1.609375,0.4443,0.004040643730753024
3710,000148,11,1.291015625,0.5659,-1.3190643224345675e-07
3711,000148,12,1.1318359375,0.4424,8.607563933317041e-19
3712,000148,13,0.990234375,0.522,-0.003822346963866512
3713,000148,14,0.80029296875,0.6694,-0.004093145019027453
3714,000148,15,0.73291015625,0.6519,0.004429255415120625
3715,000148,16,0.64501953125,0.6729,0.00040252551075328075
3716,000148,17,0.53271484375,0.6689,0.0056067077625900075
3717,000148,18,0.51953125,0.7881,0.01179788235488799
3718,000148,19,0.49365234375,0.7949,-8.512200902758942e-05
3719,000148,20,0.63818359375,0.8169,3.3678270142085723e-18
3720,000148,21,0.705078125,0.8159,-1.4693703357440248e-09
3721,000148,22,0.52734375,0.8213,0.001095404574889297
3722,000148,23,1.1162109375,0.8257,0.001095404574889297
3723,000148,24,0.428955078125,0.8008,0.001095404574889297
3724,000148,25,1.4912109375,0.8071,0.001095404574889297
3725,000149,1,2.740234375,0.3413,0.00607822433629579
3726,000149,2,2.75390625,0.2937,0.0008975770513175024
3727,000149,3,2.63671875,0.3323,0.0035949436511117094
3728,000149,4,2.57421875,0.3284,0.0013988866558964363
3729,000149,5,2.388671875,0.3313,0.010413198054566475
3730,000149,6,2.21484375,0.3608,-0.00018322747671931615
3731,000149,7,2.068359375,0.4211,-0.0038139389553543956
3732,000149,8,1.9892578125,0.4763,-0.02730286268749274
3733,000149,9,1.814453125,0.4873,0.002142207905253518
3734,000149,10,1.5576171875,0.5044,-0.0018562925868912288
3735,000149,11,1.4501953125,0.5366,0.004682812357172467
3736,000149,12,1.36328125,0.5601,0.00937627835261648
3737,000149,13,1.171875,0.5703,0.00013043323094160883
3738,000149,14,0.94677734375,0.5811,-0.002503088292954498
3739,000149,15,0.8427734375,0.5869,0.008039132609410221
3740,000149,16,0.79052734375,0.5933,-0.004082862797196343
3741,000149,17,0.75341796875,0.6191,-0.0039012329836976417
3742,000149,18,0.67431640625,0.7388,-0.030509091930976534
3743,000149,19,0.6591796875,0.7939,-0.02695826188320555
3744,000149,20,0.53369140625,0.7935,-0.0037608065840939943
3745,000149,21,0.5849609375,0.8062,-1.1142448864761683e-08
3746,000149,22,0.728515625,0.8184,-0.003922973815332478
3747,000149,23,0.71826171875,0.665,-0.0029536404397991424
3748,000149,24,1.0498046875,0.6143,-0.0029536404397991424
3749,000149,25,1.2783203125,0.7061,-0.0029536404397991424
3750,000150,1,2.705078125,0.3174,-0.030521501723316552
3751,000150,2,2.720703125,0.3625,-0.00028337686045341523
3752,000150,3,2.576171875,0.4834,-0.004116287504265986
3753,000150,4,2.265625,0.5015,-0.004067062000074312
3754,000150,5,2.2109375,0.5034,0.0029350895550668554
3755,000150,6,2.064453125,0.4514,0.010094106174929063
3756,000150,7,1.7890625,0.5845,-0.0010046472275937468
3757,000150,8,1.69140625,0.5757,-0.0009194911325345959
3758,000150,9,1.6650390625,0.6128,-0.0028345478015244017
3759,000150,10,1.3759765625,0.7207,0.01583808518176949
3760,000150,11,1.224609375,0.7734,-0.003974557501146295
3761,000150,12,1.0966796875,0.7778,-2.2373260009771537e-05
3762,000150,13,1.0244140625,0.8271,-0.0004973866914084312
3763,000150,14,0.802734375,0.834,3.2125199526046285e-18
3764,000150,15,0.69140625,0.8525,0.0010803016621240141
3765,000150,16,0.6201171875,0.8647,-3.878356246212432e-05
3766,000150,17,0.50927734375,0.8618,0.018569244184391265
3767,000150,18,0.515625,0.8677,0.006090219006224529
3768,000150,19,0.420166015625,0.8638,0.011805838164666516
3769,000150,20,0.5302734375,0.8672,0.02060816567046475
3770,000150,21,0.65283203125,0.8657,0.010031667247409337
3771,000150,22,0.63818359375,0.8564,0.010031667247409337
3772,000150,23,0.98095703125,0.8486,0.01104497438663199
3773,000150,24,0.86767578125,0.8618,0.01104497438663199
3774,000150,25,1.2861328125,0.8584,0.01104497438663199
3775,000151,1,2.689453125,0.3325,0.000431508504259992
3776,000151,2,2.689453125,0.384,-2.549610592269381e-08
3777,000151,3,2.49609375,0.447,0.021138765895449215
3778,000151,4,2.45703125,0.3999,0.0026416973256098986
3779,000151,5,2.26171875,0.5918,0.0018729902304876062
3780,000151,6,2.1171875,0.5859,0.013894884285310105
3781,000151,7,2.001953125,0.6187,-1.4191119830691268e-07
3782,000151,8,1.6552734375,0.7358,0.002797525298182335
3783,000151,9,1.59375,0.6924,0.00022560347534928554
3784,000151,10,1.458984375,0.7495,0.002636118539897314
3785,000151,11,1.1533203125,0.876,-0.00022335788664756134
3786,000151,12,1.0537109375,0.8501,-1.2994367807540717e-07
3787,000151,13,0.8994140625,0.9009,0.00034069101474844266
3788,000151,14,0.65966796875,0.9272,-0.0008120858366792612
3789,000151,15,0.60693359375,0.9438,-0.0005732463958996077
3790,000151,16,0.57177734375,0.9438,0.00028784436561730964
3791,000151,17,0.5478515625,0.9341,0.00012212779538492077
3792,000151,18,0.403564453125,0.9238,0.018366700901742417
3793,000151,19,0.45263671875,0.9355,0.006062660841403861
3794,000151,20,0.475830078125,0.9355,0.014037777849558675
3795,000151,21,0.3916015625,0.9355,0.014203754677668101
3796,000151,22,0.6923828125,0.9414,0.011803174911762804
3797,000151,23,0.60986328125,0.938,0.011803174911762804
3798,000151,24,1.220703125,0.9009,0.011803174911762804
3799,000151,25,1.1640625,0.9253,0.011803174911762804
3800,000152,1,2.654296875,0.4436,3.0218268889650388e-06
3801,000152,2,2.70703125,0.3657,-1.8139862729676243e-06
3802,000152,3,2.58984375,0.3472,-0.0009408364895605384
3803,000152,4,2.52734375,0.4194,-0.003423501081949165
3804,000152,5,2.41015625,0.3469,-0.004154589325843519
3805,000152,6,2.25,0.4199,0.0018472372986050312
3806,000152,7,2.005859375,0.4321,0.006766288135863968
3807,000152,8,1.939453125,0.5493,-0.00391586509893551
3808,000152,9,1.6533203125,0.4739,0.002217056116473659
3809,000152,10,1.458984375,0.5176,6.895660444633522e-05
3810,000152,11,1.3828125,0.6416,0.0012200872765284337
3811,000152,12,1.1767578125,0.6138,0.0015636695738043688
3812,000152,13,1.0517578125,0.7065,-0.0027272836753541797
3813,000152,14,0.94189453125,0.7559,-0.00024075226314780943
3814,000152,15,0.794921875,0.8442,-0.0027693990455209955
3815,000152,16,0.5908203125,0.8765,-1.6572820112155354e-07
3816,000152,17,0.53271484375,0.875,-2.4361467182016123e-08
3817,000152,18,0.479248046875,0.894,0.0022125340575005342
3818,000152,19,0.495849609375,0.8955,-0.0008214491010924974
3819,000152,20,0.5205078125,0.8735,6.363848361253671e-05
3820,000152,21,0.50341796875,0.9048,-0.0037931037860447214
3821,000152,22,0.6123046875,0.9053,-0.0037931037860447214
3822,000152,23,0.55615234375,0.9023,-0.0030074603374335984
3823,000152,24,1.1865234375,0.9048,-0.0030074603374335984
3824,000152,25,1.1806640625,0.8945,-0.0030074603374335984
3825,000153,1,2.71484375,0.3555,0.0029045987877211743
3826,000153,2,2.7421875,0.3535,0.008570622016002949
3827,000153,3,2.5546875,0.3538,0.00070266247390878
3828,000153,4,2.423828125,0.4402,9.26235422314993e-05
3829,000153,5,2.384765625,0.4446,5.132854144900348e-06
3830,000153,6,2.22265625,0.4119,0.0067285470628095645
3831,000153,7,2.099609375,0.4363,0.003240409273561118
3832,000153,8,1.7666015625,0.4878,-0.0009746871932450121
3833,000153,9,1.5595703125,0.5186,-4.8771570690518684e-05
3834,000153,10,1.4375,0.585,-2.5166561184731982e-08
3835,000153,11,1.3486328125,0.7197,0.0050380010489455285
3836,000153,12,1.1826171875,0.7847,0.008163442625869793
3837,000153,13,1.21875,0.7881,0.00275068839261719
3838,000153,14,1.025390625,0.8257,0.0022759754821602834
3839,000153,15,0.8740234375,0.8413,-0.02755204690700841
3840,000153,16,0.68017578125,0.8379,0.000239596371224865
3841,000153,17,0.64013671875,0.8667,0.0016661062852304648
3842,000153,18,0.59521484375,0.8818,0.012907979421878601
3843,000153,19,0.497802734375,0.8828,0.008173082441990137
3844,000153,20,0.6044921875,0.8887,0.006860721890715515
3845,000153,21,0.450927734375,0.8774,0.0035410781803695
3846,000153,22,0.958984375,0.8877,0.004230909524048532
3847,000153,23,0.461181640625,0.8716,0.004983099708589234
3848,000153,24,1.2734375,0.855,0.004983099708589234
3849,000153,25,1.24609375,0.8604,0.004983099708589234
3850,000154,1,2.703125,0.4089,0.002816155120409225
3851,000154,2,2.74609375,0.3867,0.00021964335860543555
3852,000154,3,2.578125,0.3296,0.0005763549069697713
3853,000154,4,2.462890625,0.311,-0.0036442633071906566
3854,000154,5,2.267578125,0.3499,-0.0005707287244042167
3855,000154,6,2.07421875,0.28,0.01123312236695806
3856,000154,7,1.875,0.3667,0.0005000327422356246
3857,000154,8,1.5869140625,0.4385,-8.485702214205797e-05
3858,000154,9,1.638671875,0.5444,-0.0032612412850027833
3859,000154,10,1.533203125,0.5962,2.4351338246689122e-17
3860,000154,11,1.310546875,0.6455,-0.034703670298517314
3861,000154,12,1.05859375,0.7827,-0.03162888958304458
3862,000154,13,0.97265625,0.7144,0.002028634474932234
3863,000154,14,0.833984375,0.7485,2.0509452452339635e-05
3864,000154,15,0.77978515625,0.8086,-0.0031670807867081457
3865,000154,16,0.58642578125,0.8369,0.0009373111951656021
3866,000154,17,0.56982421875,0.8477,0.0019171958376534431
3867,000154,18,0.51220703125,0.8149,0.009475920607406069
3868,000154,19,0.5361328125,0.8506,0.001244631422491732
3869,000154,20,0.477294921875,0.8394,0.010806739880949823
3870,000154,21,0.68359375,0.8237,0.009648853078896957
3871,000154,22,0.7353515625,0.8403,0.009648853078896957
3872,000154,23,0.9287109375,0.8276,0.009648853078896957
3873,000154,24,0.80322265625,0.7983,0.013137671884650481
3874,000154,25,1.037109375,0.814,0.013137671884650481
3875,000155,1,2.650390625,0.4802,-0.03644152296158215
3876,000155,2,2.703125,0.3958,0.005725615883718699
3877,000155,3,2.443359375,0.3306,0.00591212800203425
3878,000155,4,2.5390625,0.3406,-0.0007842998688442036
3879,000155,5,2.458984375,0.4851,7.75847576467946e-05
3880,000155,6,2.095703125,0.488,0.00024990770944211677
3881,000155,7,1.9794921875,0.4961,0.001915184178792606
3882,000155,8,1.736328125,0.606,-0.0021115063861469052
3883,000155,9,1.638671875,0.5488,-0.0026312913108801905
3884,000155,10,1.5791015625,0.6069,4.9858622745754116e-05
3885,000155,11,1.40625,0.6064,0.0012263859336103244
3886,000155,12,1.2353515625,0.6577,-3.575515968235344e-05
3887,000155,13,1.0078125,0.7241,0.004215010864832447
3888,000155,14,0.9404296875,0.7412,0.000958297909313649
3889,000155,15,0.86376953125,0.708,0.009072302771140739
3890,000155,16,0.654296875,0.7949,-2.1096225603581558e-08
3891,000155,17,0.60498046875,0.7251,-7.280525866840831e-05
3892,000155,18,0.5283203125,0.8145,6.558691132786813e-18
3893,000155,19,0.5126953125,0.8086,-0.0002525204807885262
3894,000155,20,0.59912109375,0.814,-1.247722796048138e-08
3895,000155,21,0.6650390625,0.8276,-0.0002587433350860792
3896,000155,22,0.90771484375,0.8115,-0.0002587433350860792
3897,000155,23,0.89306640625,0.7925,-0.0002587433350860792
3898,000155,24,1.1875,0.813,-0.0002587433350860792
3899,000155,25,1.373046875,0.8022,-0.0002587433350860792
3900,000156,1,2.654296875,0.426,0.001322149256302585
3901,000156,2,2.748046875,0.3245,6.473090458194109e-18
3902,000156,3,2.595703125,0.4204,-0.0005202208616334764
3903,000156,4,2.470703125,0.4236,-3.4849836510880363e-08
3904,000156,5,2.359375,0.3574,-6.151194537239866e-08
3905,000156,6,2.275390625,0.4307,0.0006001440431959715
3906,000156,7,1.8857421875,0.5493,0.004110268952819962
3907,000156,8,1.5361328125,0.6836,-0.0038656685588734224
3908,000156,9,1.412109375,0.7437,-0.003861954036183064
3909,000156,10,1.2265625,0.7627,-3.94974081881585e-06
3910,000156,11,1.1552734375,0.771,-6.657270743058892e-05
3911,000156,12,1.095703125,0.8071,0.0017405706718087999
3912,000156,13,0.865234375,0.8354,-0.004140943518540718
3913,000156,14,0.732421875,0.8794,0.00015025890537254463
3914,000156,15,0.6318359375,0.8755,0.0032029530423930697
3915,000156,16,0.64697265625,0.8706,0.00023727230090759416
3916,000156,17,0.5341796875,0.8574,0.018876245677088455
3917,000156,18,0.6416015625,0.8643,0.009902807164966054
3918,000156,19,0.48388671875,0.8706,6.167824473209821e-05
3919,000156,20,0.55712890625,0.8628,-8.652023359032642e-06
3920,000156,21,0.57666015625,0.8628,0.0018348435415355413
3921,000156,22,0.57470703125,0.8613,0.0027389796068571226
3922,000156,23,0.74462890625,0.8555,0.0009294569186036883
3923,000156,24,0.92529296875,0.8574,0.0009294569186036883
3924,000156,25,1.1982421875,0.856,0.0009294569186036883
3925,000157,1,2.716796875,0.3232,0.0009737560470241963
3926,000157,2,2.72265625,0.365,-0.0009658140224418563
3927,000157,3,2.66796875,0.3574,-2.5937776112511028e-08
3928,000157,4,2.447265625,0.4932,-0.000996029922547069
3929,000157,5,2.3125,0.3958,-0.00045317556818427404
3930,000157,6,2.3515625,0.4397,-0.0037222820096855513
3931,000157,7,2.0390625,0.4846,-0.004140616120627522
3932,000157,8,1.9375,0.4839,0.0006215540957356172
3933,000157,9,1.73828125,0.3567,-0.002525316291928443
3934,000157,10,1.64453125,0.4495,0.005641523966629536
3935,000157,11,1.5068359375,0.4148,0.010455323918071469
3936,000157,12,1.294921875,0.5195,-5.631783372747352e-05
3937,000157,13,0.9140625,0.4668,-0.004083260695786975
3938,000157,14,0.9130859375,0.5425,0.0020867725210721028
3939,000157,15,0.74365234375,0.6089,0.005394763269114894
3940,000157,16,0.65478515625,0.542,0.005387913086696811
3941,000157,17,0.6015625,0.585,-0.0007540025832778532
3942,000157,18,0.59423828125,0.6758,1.342401312309869e-06
3943,000157,19,0.51513671875,0.626,-0.0029117083271495425
3944,000157,20,0.6376953125,0.583,-2.3263776929720036e-08
3945,000157,21,0.445068359375,0.6812,-0.033838324888119053
3946,000157,22,0.8173828125,0.5195,-0.033165318878111805
3947,000157,23,0.5361328125,0.4573,-0.033165318878111805
3948,000157,24,1.2412109375,0.5107,-0.033165318878111805
3949,000157,25,0.7265625,0.4673,-0.033165318878111805
3950,000158,1,2.728515625,0.3916,-0.0008160013232468774
3951,000158,2,2.75,0.3333,-0.0007948153235738872
3952,000158,3,2.52734375,0.4216,-0.0028025106950049015
3953,000158,4,2.501953125,0.3528,0.0015774889391309416
3954,000158,5,2.416015625,0.4111,-0.0039343368462206665
3955,000158,6,2.23828125,0.3894,-1.0567585148841896e-07
3956,000158,7,2.1015625,0.4709,-1.1816464857205383e-08
3957,000158,8,2.087890625,0.5352,-0.0024594525556289396
3958,000158,9,1.845703125,0.5537,0.00018769096409917974
3959,000158,10,1.634765625,0.5825,0.0021679436634122473
3960,000158,11,1.4521484375,0.7632,-3.748303006844711e-08
3961,000158,12,1.13671875,0.7915,-0.027204230958841474
3962,000158,13,0.87744140625,0.8271,-0.0009943689643415257
3963,000158,14,0.798828125,0.8394,0.01956649474358757
3964,000158,15,0.748046875,0.877,0.0011095316228469793
3965,000158,16,0.6865234375,0.9004,0.004685629210015224
3966,000158,17,0.64990234375,0.9028,0.009866002057097256
3967,000158,18,0.52783203125,0.8921,0.030913508498113584
3968,000158,19,0.5126953125,0.8882,0.011668646960862117
3969,000158,20,0.544921875,0.8936,0.007499732265571962
3970,000158,21,0.580078125,0.8965,0.019506893485496613
3971,000158,22,0.6806640625,0.8887,0.019506893485496613
3972,000158,23,0.89306640625,0.8276,0.019506893485496613
3973,000158,24,1.025390625,0.9048,0.019506893485496613
3974,000158,25,1.068359375,0.7354,0.019506893485496613
3975,000159,1,2.728515625,0.3325,-0.002391110348364117
3976,000159,2,2.70703125,0.4065,-9.394931492497736e-08
3977,000159,3,2.615234375,0.324,-0.00035141381791981355
3978,000159,4,2.4609375,0.3276,0.004705504270245131
3979,000159,5,2.392578125,0.2759,0.00011905994906026215
3980,000159,6,2.349609375,0.3232,-0.0024464402423109537
3981,000159,7,2.1171875,0.325,0.0009179746596904431
3982,000159,8,1.96484375,0.3047,-2.108752884546442e-08
3983,000159,9,1.8154296875,0.3386,0.000953057745169475
3984,000159,10,1.5869140625,0.3262,-0.0007030536077222288
3985,000159,11,1.44921875,0.4651,-0.0007954368892797471
3986,000159,12,1.328125,0.6084,6.4845206939230074e-18
3987,000159,13,1.2294921875,0.6729,5.5727380231761214e-06
3988,000159,14,1.1181640625,0.6758,0.005553766415054506
3989,000159,15,0.87841796875,0.6934,0.006887397615045587
3990,000159,16,0.8388671875,0.6865,6.564281688223879e-18
3991,000159,17,0.68017578125,0.752,-0.004025460701118352
3992,000159,18,0.59130859375,0.7637,0.004298679625224039
3993,000159,19,0.5947265625,0.7686,0.0051617019524770325
3994,000159,20,0.443115234375,0.7837,-9.180914652406891e-07
3995,000159,21,0.53173828125,0.7793,0.00018975301059075134
3996,000159,22,0.57470703125,0.7676,-0.003401662877446594
3997,000159,23,0.438232421875,0.7461,0.0003523431834007301
3998,000159,24,1.11328125,0.7524,-0.00016121456245610927
3999,000159,25,1.0771484375,0.7544,-1.590997549628873e-08
4000,000160,1,2.63671875,0.364,-2.4272805708037276e-05
4001,000160,2,2.751953125,0.3643,0.00657477583586219
4002,000160,3,2.54296875,0.3867,0.0002553968785219199
4003,000160,4,2.47265625,0.3608,-6.221889333346675e-09
4004,000160,5,2.396484375,0.3689,-0.0041050695280674815
4005,000160,6,2.205078125,0.4697,-0.003101147493065018
4006,000160,7,2.162109375,0.3542,0.0011527138621210409
4007,000160,8,1.9052734375,0.5469,-0.0009225287443954747
4008,000160,9,1.5068359375,0.4839,0.005911635208916161
4009,000160,10,1.513671875,0.5444,0.005968193741753308
4010,000160,11,1.4775390625,0.5562,-4.985310655559589e-09
4011,000160,12,1.2646484375,0.5493,0.00024271457040776073
4012,000160,13,1.134765625,0.5796,-0.00023221511417377723
4013,000160,14,1.0146484375,0.6309,-0.00408439074889641
4014,000160,15,0.8203125,0.6411,-0.03255107054919276
4015,000160,16,0.73681640625,0.5825,0.0001918962855761014
4016,000160,17,0.7060546875,0.6421,-0.03568795897276278
4017,000160,18,0.5908203125,0.6396,0.00012661607433453806
4018,000160,19,0.51611328125,0.6543,-0.027115352752988205
4019,000160,20,0.4609375,0.6479,-0.004163462683131586
4020,000160,21,0.311279296875,0.6567,-0.026828620163829083
4021,000160,22,0.343017578125,0.6479,-0.026828620163829083
4022,000160,23,0.73681640625,0.6509,-0.02728033561016871
4023,000160,24,1.392578125,0.6763,-0.02728033561016871
4024,000160,25,1.115234375,0.6709,-0.02728033561016871
4025,000161,1,2.716796875,0.3367,-0.0008419145681655138
4026,000161,2,2.74609375,0.376,-0.00014411446083037807
4027,000161,3,2.53515625,0.4556,-0.0002464284809866983
4028,000161,4,2.44140625,0.3569,8.531502133336952e-19
4029,000161,5,2.337890625,0.4939,0.0034393149072783347
4030,000161,6,2.279296875,0.386,-0.00026636286383564106
4031,000161,7,2.1171875,0.5156,0.007549563690652711
4032,000161,8,1.7880859375,0.5254,0.006111890606570053
4033,000161,9,1.6611328125,0.5376,0.0069365617878922314
4034,000161,10,1.541015625,0.5352,-7.966733219093476e-05
4035,000161,11,1.4326171875,0.6221,3.3848036084276508e-18
4036,000161,12,1.2490234375,0.6709,0.000282144970524284
4037,000161,13,1.0283203125,0.7866,0.0010401496657946319
4038,000161,14,0.91552734375,0.7969,-0.0031796112056838087
4039,000161,15,0.75146484375,0.8091,0.0001318584500162208
4040,000161,16,0.677734375,0.7725,0.018472957131149048
4041,000161,17,0.5986328125,0.7695,0.0013917796752085376
4042,000161,18,0.468994140625,0.8301,-0.0038823755427455364
4043,000161,19,0.484130859375,0.8389,0.0017925450408581428
4044,000161,20,0.60400390625,0.8105,0.0001741177983603584
4045,000161,21,0.626953125,0.8247,-4.28768722833435e-05
4046,000161,22,0.74951171875,0.791,-6.460210889702635e-05
4047,000161,23,0.82470703125,0.8237,-6.460210889702635e-05
4048,000161,24,0.8818359375,0.7964,-6.460210889702635e-05
4049,000161,25,1.373046875,0.8257,-6.460210889702635e-05
4050,000162,1,2.75390625,0.3201,0.0002341917523037071
4051,000162,2,2.708984375,0.4067,-3.6052029129604786e-08
4052,000162,3,2.576171875,0.4097,0.004328143585702132
4053,000162,4,2.373046875,0.479,6.655594640270907e-05
4054,000162,5,2.37890625,0.3752,-1.669664214322531e-08
4055,000162,6,2.30078125,0.4226,-2.6938384827268085e-08
4056,000162,7,2.109375,0.4114,9.250600943170803e-06
4057,000162,8,1.8369140625,0.3938,0.00030403282538956494
4058,000162,9,1.69140625,0.5591,-0.001990993840087815
4059,000162,10,1.3837890625,0.6519,-1.9259355888505934e-06
4060,000162,11,1.177734375,0.6089,-1.17568862211119e-07
4061,000162,12,1.1552734375,0.6812,0.0024561513214275965
4062,000162,13,1.1552734375,0.6865,-0.002121322955451064
4063,000162,14,1.0712890625,0.7715,-0.0009123815285755205
4064,000162,15,0.89599609375,0.792,0.00022299551381450844
4065,000162,16,0.767578125,0.8232,-0.0026184786735144183
4066,000162,17,0.63720703125,0.8281,-0.00025087463358720516
4067,000162,18,0.55126953125,0.8159,-2.18254487267506e-08
4068,000162,19,0.376220703125,0.8071,-0.0009458636976868093
4069,000162,20,0.4990234375,0.8003,-0.00027016294386393233
4070,000162,21,0.69384765625,0.8228,-2.2525425681777823e-05
4071,000162,22,0.9189453125,0.8301,-2.2525425681777823e-05
4072,000162,23,1.025390625,0.8125,-2.2525425681777823e-05
4073,000162,24,1.248046875,0.8037,2.026385219702515e-06
4074,000162,25,1.2939453125,0.8037,2.026385219702515e-06
4075,000163,1,2.7109375,0.3401,-1.1214915377261035e-07
4076,000163,2,2.75,0.3987,-8.220047034124094e-05
4077,000163,3,2.521484375,0.407,0.002936422976328207
4078,000163,4,2.470703125,0.3635,-0.02721977473989376
4079,000163,5,2.296875,0.467,0.017567076114735736
4080,000163,6,2.0390625,0.3938,0.001427311551234517
4081,000163,7,2.181640625,0.4451,-0.0009709479155987147
4082,000163,8,1.8916015625,0.3779,-0.003344171558539291
4083,000163,9,1.8046875,0.4255,0.003651058079335745
4084,000163,10,1.58984375,0.3662,0.010547849062827519
4085,000163,11,1.5322265625,0.3994,0.005563719069077294
4086,000163,12,1.30859375,0.5547,-0.002391317453689857
4087,000163,13,1.046875,0.5767,-4.3513127674938045e-09
4088,000163,14,0.9697265625,0.6411,-0.0001417291778936635
4089,000163,15,0.83349609375,0.6802,-0.00309041830411818
4090,000163,16,0.814453125,0.7192,0.003446051344454165
4091,000163,17,0.71240234375,0.8193,0.002950203416972247
4092,000163,18,0.62939453125,0.8584,0.007397151927329787
4093,000163,19,0.468994140625,0.772,0.0059586287293356965
4094,000163,20,0.6796875,0.8188,0.01294682673118075
4095,000163,21,0.81884765625,0.8184,0.006174522702487473
4096,000163,22,0.83251953125,0.8125,0.0068735037972211255
4097,000163,23,0.9990234375,0.8125,0.005497677148484231
4098,000163,24,1.154296875,0.7583,0.0068735037972211255
4099,000163,25,0.990234375,0.7402,0.005497677148484231
4100,000164,1,2.73046875,0.3142,0.015692159305903897
4101,000164,2,2.759765625,0.3572,-8.177965627276067e-05
4102,000164,3,2.509765625,0.375,-0.003309194246548172
4103,000164,4,2.505859375,0.3911,0.003498101857975583
