,sample,iteration,entropy,pLDDT,watermark
108,000004,9,1.77734375,0.5312,-0.004112993696414019
109,000004,10,1.6767578125,0.563,-8.316819825155645e-08
110,000004,11,1.462890625,0.6313,0.010831320377972797
111,000004,12,1.4404296875,0.7671,0.008490256418948211
112,000004,13,1.1123046875,0.8042,-0.0002594973004165224
113,000004,14,0.94775390625,0.8975,0.007025454441886653
114,000004,15,0.81396484375,0.8789,0.0019203267372146643
115,000004,16,0.7001953125,0.897,0.0015374117092649964
116,000004,17,0.64404296875,0.9028,-6.781635579549803e-09
117,000004,18,0.449462890625,0.8926,-9.124337267068117e-05
118,000004,19,0.496337890625,0.9009,-0.004053736820430823
119,000004,20,0.333984375,0.9023,-0.00010376244884584534
120,000004,21,0.82958984375,0.8984,-0.00010376244884584534
121,000004,22,0.6103515625,0.9131,6.4769520012193015e-18
122,000004,23,0.8740234375,0.9072,6.4769520012193015e-18
123,000004,24,0.7646484375,0.9097,-2.593841417145002e-07
124,000004,25,0.78564453125,0.897,6.4769520012193015e-18
125,000005,1,2.681640625,0.3445,-7.476087202437122e-05
126,000005,2,2.68359375,0.4331,0.020265505559623868
127,000005,3,2.62890625,0.4187,0.0006126367627452278
128,000005,4,2.302734375,0.4004,-0.0005871156511130446
129,000005,5,2.455078125,0.3547,0.01217682024496941
130,000005,6,2.396484375,0.3667,5.83276750169056e-06
131,000005,7,2.1171875,0.4207,-1.582194583694852e-07
132,000005,8,2.01953125,0.4468,0.000488513478843107
133,000005,9,1.7021484375,0.5352,0.004708038542374504
134,000005,10,1.51953125,0.6577,0.0039636652599549516
135,000005,11,1.5224609375,0.7026,-1.6663720684640987e-07
136,000005,12,1.3115234375,0.752,0.003956762433963756
137,000005,13,1.0615234375,0.791,0.0018653996775558762
138,000005,14,0.908203125,0.8369,-0.003133756678800781
139,000005,15,0.73828125,0.8438,-0.0005088960593598625
140,000005,16,0.6259765625,0.856,-0.030298976267044423
141,000005,17,0.61083984375,0.896,-1.1236276991763518e-07
142,000005,18,0.3818359375,0.8628,-0.028142225765196205
143,000005,19,0.51806640625,0.8604,-0.03209952360329152
144,000005,20,0.57763671875,0.8677,2.508243621236024e-17
145,000005,21,0.66552734375,0.8662,-1.648625910079973e-07
146,000005,22,0.642578125,0.8569,-1.2678893076314267e-07
147,000005,23,0.70361328125,0.8374,-0.0030358719885749887
148,000005,24,1.2119140625,0.8345,-0.0032320873438591163
149,000005,25,1.0498046875,0.8398,-0.0032320873438591163
150,000006,1,2.75390625,0.3188,-0.004127629381479911
151,000006,2,2.6953125,0.3574,0.00011001622277824821
152,000006,3,2.58203125,0.4194,0.0001193620031597932
153,000006,4,2.330078125,0.3792,-0.004132857375424362
154,000006,5,2.4140625,0.3401,-2.5677328102447113e-05
155,000006,6,2.2421875,0.3772,0.006393035202053338
156,000006,7,2.12109375,0.521,0.011838755751687524
157,000006,8,1.775390625,0.5947,-0.004046452388998534
158,000006,9,1.5947265625,0.4443,-0.0004896080026846484
159,000006,10,1.4052734375,0.5054,0.004636777459331859
160,000006,11,1.3125,0.647,-2.3445075013972434e-08
161,000006,12,1.1923828125,0.6699,-0.0031009084704889806
162,000006,13,1.0947265625,0.707,0.0032807793582199096
163,000006,14,0.88037109375,0.8105,0.0036338239505370185
164,000006,15,0.79296875,0.8071,0.004410377776204066
165,000006,16,0.74755859375,0.8208,0.0019427420183244087
166,000006,17,0.67333984375,0.8164,0.007613835033193267
167,000006,18,0.66845703125,0.8359,-2.209656846969746e-08
168,000006,19,0.4619140625,0.8403,-0.004046100741315076
169,000006,20,0.61376953125,0.8164,6.5795501373837965e-18
170,000006,21,0.6708984375,0.8325,-2.650898033715008e-08
171,000006,22,0.94482421875,0.8394,-2.650898033715008e-08
172,000006,23,0.78369140625,0.8125,-2.650898033715008e-08
173,000006,24,0.9677734375,0.8354,-2.650898033715008e-08
174,000006,25,1.3916015625,0.7153,-2.650898033715008e-08
175,000007,1,2.73046875,0.3159,0.000357707480169292
176,000007,2,2.765625,0.2964,-0.000699736731473985
177,000007,3,2.685546875,0.3875,0.00014634433501663907
178,000007,4,2.337890625,0.3916,-0.0002829506690290792
179,000007,5,2.353515625,0.4038,0.0033984595926492
180,000007,6,2.2734375,0.3928,-0.00033667819657028954
181,000007,7,2.09375,0.5068,0.010905297254880042
182,000007,8,1.8974609375,0.4402,-0.03352580267020169
183,000007,9,1.6318359375,0.5029,-2.278192666658602e-09
184,000007,10,1.5517578125,0.52,0.021777927935283325
185,000007,11,1.333984375,0.5513,-0.00406581497266309
186,000007,12,1.0439453125,0.6357,-0.00047407642685559637
187,000007,13,0.91015625,0.6323,6.578416473263702e-18
188,000007,14,0.90771484375,0.6411,-0.028431280412755
189,000007,15,0.79833984375,0.6841,4.435503867951732e-05
190,000007,16,0.650390625,0.729,-0.00411083070918479
191,000007,17,0.66748046875,0.7432,-0.0007338678488061252
192,000007,18,0.6484375,0.7427,1.7090211454307045e-18
193,000007,19,0.433349609375,0.8018,0.00024757047067829746
194,000007,20,0.6103515625,0.7959,0.004416440254455173
195,000007,21,0.59130859375,0.7759,0.007262093825830068
196,000007,22,0.9609375,0.7988,0.004278441461596311
197,000007,23,0.69287109375,0.7852,0.007262093825830068
198,000007,24,1.2626953125,0.7178,0.007262093825830068
199,000007,25,0.91357421875,0.7168,0.007262093825830068
200,000008,1,2.666015625,0.3181,-0.0022876924933512705
201,000008,2,2.69921875,0.3079,0.0008238884145679998
202,000008,3,2.548828125,0.4138,0.0038275719296402555
203,000008,4,2.486328125,0.3879,-1.954119431683354e-08
204,000008,5,2.458984375,0.3792,-0.0038698028928722474
205,000008,6,2.234375,0.45,-2.908967583310166e-06
206,000008,7,2.01953125,0.5039,0.023469601419186466
207,000008,8,1.86328125,0.4827,0.00030985024011866147
208,000008,9,1.728515625,0.5386,0.01390809724020714
209,000008,10,1.52734375,0.5601,0.00046307873850147396
210,000008,11,1.435546875,0.561,-8.872351552398523e-05
211,000008,12,1.2255859375,0.5977,-0.0029231688470386587
212,000008,13,1.140625,0.6597,-0.03454040000994682
213,000008,14,0.966796875,0.6855,-0.003118151773993466
214,000008,15,0.8466796875,0.7344,0.001727220262086035
215,000008,16,0.76220703125,0.7666,-0.0036132329881739876
216,000008,17,0.64404296875,0.7739,-0.0007763023767279088
217,000008,18,0.55224609375,0.7656,-0.0002189924490828242
218,000008,19,0.62548828125,0.7515,0.0020708786383695083
219,000008,20,0.59326171875,0.7651,-0.0007427948063715821
220,000008,21,0.69677734375,0.7466,-0.003967901948825223
221,000008,22,0.8974609375,0.77,-0.003967901948825223
222,000008,23,1.0859375,0.7432,-0.003967901948825223
223,000008,24,1.181640625,0.7769,-0.003967901948825223
224,000008,25,1.2998046875,0.7539,-0.003967901948825223
225,000009,1,2.705078125,0.3213,0.004515497950005554
226,000009,2,2.7578125,0.3362,-1.2077276891081185e-07
227,000009,3,2.59765625,0.3972,0.007505993336092642
228,000009,4,2.501953125,0.3848,-0.0037122287630836424
229,000009,5,2.4453125,0.3596,-0.003511649576909227
230,000009,6,2.25390625,0.3635,0.0021030685253585063
231,000009,7,2.0625,0.4102,0.004050371602701691
232,000009,8,1.7119140625,0.3835,0.00021036126115898945
233,000009,9,1.8212890625,0.3643,6.503328569728464e-18
234,000009,10,1.5654296875,0.5845,-0.00034215837412894523
235,000009,11,1.220703125,0.5913,0.008150429154220873
236,000009,12,1.0244140625,0.6401,-0.000867937761306465
237,000009,13,0.97412109375,0.6094,0.04054595955450102
238,000009,14,0.91845703125,0.6226,-0.0035917916690582224
239,000009,15,0.8310546875,0.6558,-0.0027255091071407556
240,000009,16,0.73583984375,0.5532,-0.029310087324738943
241,000009,17,0.66796875,0.6426,-5.708988112303734e-08
242,000009,18,0.634765625,0.6348,-0.003568804546487808
243,000009,19,0.58544921875,0.6621,-9.52147258036903e-05
244,000009,20,0.640625,0.6265,0.0009724144440282495
245,000009,21,0.7744140625,0.626,0.00018354081330698713
246,000009,22,0.640625,0.6704,-1.3559713518061062e-08
247,000009,23,1.2021484375,0.6572,-1.3559713518061062e-08
248,000009,24,0.806640625,0.7349,-1.3559713518061062e-08
249,000009,25,1.4697265625,0.689,-1.3559713518061062e-08
250,000010,1,2.6875,0.3899,0.0019479713770109153
251,000010,2,2.748046875,0.3621,-6.0967478865090255e-05
252,000010,3,2.474609375,0.3293,-0.003975776280762594
253,000010,4,2.529296875,0.3215,-0.004069303130594365
254,000010,5,2.39453125,0.291,0.006899412379917869
255,000010,6,2.265625,0.3516,0.0071924679494458355
256,000010,7,2.05078125,0.3845,-0.0033935070591915445
257,000010,8,1.955078125,0.4624,0.001053042229056958
258,000010,9,1.6435546875,0.5547,0.0016965993340657959
259,000010,10,1.4375,0.5635,-0.0007059333154462964
260,000010,11,1.2978515625,0.5747,0.005176772421555176
261,000010,12,1.1669921875,0.6353,-1.0292407292833178e-08
262,000010,13,0.96044921875,0.6777,0.01907974194781653
263,000010,14,0.82177734375,0.687,-0.031673016338690796
264,000010,15,0.7607421875,0.729,6.521839759273534e-05
265,000010,16,0.64892578125,0.7217,-0.004102255555816531
266,000010,17,0.484619140625,0.7432,0.00017208760182097632
267,000010,18,0.488525390625,0.7495,-7.177278607790405e-07
268,000010,19,0.603515625,0.7505,0.001953217861202436
269,000010,20,0.63720703125,0.7246,0.008179102782451542
270,000010,21,0.6796875,0.7275,0.00484733224918929
271,000010,22,0.904296875,0.7275,0.00484733224918929
272,000010,23,0.75927734375,0.7212,0.004989115549541623
273,000010,24,1.1416015625,0.7246,0.004989115549541623
274,000010,25,1.212890625,0.7192,0.004989115549541623
275,000011,1,2.685546875,0.3125,0.002148182687040548
276,000011,2,2.6875,0.3577,0.003734109158983534
277,000011,3,2.572265625,0.4556,-0.0006710966338356328
278,000011,4,2.482421875,0.3525,-0.0007364793926336356
279,000011,5,2.30859375,0.4456,0.0006255216934773628
280,000011,6,2.10546875,0.4644,0.0025406750188596006
281,000011,7,1.869140625,0.4771,0.0025603931418547166
282,000011,8,1.9189453125,0.5596,7.847429118620908e-06
283,000011,9,1.7822265625,0.5786,-0.0002449927978158059
284,000011,10,1.517578125,0.5493,-8.80735862019916e-05
285,000011,11,1.35546875,0.5854,0.004733193746962655
286,000011,12,1.26171875,0.6255,1.6996022349810395e-07
287,000011,13,1.1943359375,0.6455,-0.0005639192980454108
288,000011,14,1.015625,0.7129,0.004986054159020981
289,000011,15,0.8212890625,0.7856,-0.003185693312353598
290,000011,16,0.6806640625,0.8374,-0.030212524552417602
291,000011,17,0.54931640625,0.8242,-4.635797177496912e-07
292,000011,18,0.6123046875,0.8232,-0.0036327857855713575
293,000011,19,0.441162109375,0.8169,-0.002683355923180128
294,000011,20,0.52880859375,0.8408,-0.03680680415827983
295,000011,21,0.88916015625,0.8276,-0.028391689970747976
296,000011,22,0.50439453125,0.832,-0.001971817544534002
297,000011,23,1.1435546875,0.8516,-0.001971817544534002
298,000011,24,1.099609375,0.8237,-0.001971817544534002
299,000011,25,1.232421875,0.811,-0.001971817544534002
300,000012,1,2.69921875,0.4067,-3.300067699931386e-08
301,000012,2,2.744140625,0.4099,-0.003792633202598199
302,000012,3,2.546875,0.3877,-0.0004316444095793393
303,000012,4,2.40625,0.4749,-1.0439062629531051e-08
304,000012,5,2.357421875,0.3923,-0.004122641546433187
305,000012,6,1.9580078125,0.4048,0.00023397233622284713
306,000012,7,2.0390625,0.4543,0.0002412985828021061
307,000012,8,1.669921875,0.5396,-0.0002711245905130978
308,000012,9,1.76171875,0.5181,0.0013451129212199292
309,000012,10,1.630859375,0.5425,7.382321831053348e-05
310,000012,11,1.373046875,0.6357,0.0005867847522820768
311,000012,12,1.19921875,0.6226,-0.0022698056829239047
312,000012,13,1.154296875,0.7266,-1.593667846596698e-07
313,000012,14,1.0126953125,0.7988,-0.002506602531065622
314,000012,15,0.84130859375,0.832,6.227992605477555e-08
315,000012,16,0.68115234375,0.8442,-0.003118955045824573
316,000012,17,0.51953125,0.9023,-0.0038496074282110336
317,000012,18,0.51904296875,0.9048,-0.00415405147774682
318,000012,19,0.460693359375,0.9048,-2.8517027990616846e-08
319,000012,20,0.5703125,0.9048,-0.003962869623007098
320,000012,21,0.59521484375,0.9004,-5.0428922932147305e-05
321,000012,22,0.68994140625,0.8984,-7.094564792625141e-10
322,000012,23,0.92333984375,0.9019,-7.094564792625141e-10
323,000012,24,0.5712890625,0.8984,-7.094564792625141e-10
324,000012,25,1.046875,0.9043,-7.094564792625141e-10
325,000013,1,2.6796875,0.3713,-0.0039958010953257544
326,000013,2,2.677734375,0.3938,0.0001235304543060617
327,000013,3,2.51171875,0.429,-5.071178074716369e-07
328,000013,4,2.341796875,0.3726,-0.0010033348738200595
329,000013,5,2.263671875,0.4243,0.00011274382080581763
330,000013,6,2.265625,0.428,-0.00032313794642617986
331,000013,7,2.125,0.4819,0.01058520656568146
332,000013,8,1.916015625,0.5146,0.022963522203598652
333,000013,9,1.583984375,0.5239,-0.004128248338679599
334,000013,10,1.505859375,0.5981,0.01202867553484177
335,000013,11,1.412109375,0.5854,0.0011162098497513595
336,000013,12,1.2197265625,0.6948,2.4984463366645572e-17
337,000013,13,1.1171875,0.748,0.009631005037071316
338,000013,14,0.9892578125,0.7681,8.530333734706186e-06
339,000013,15,0.82275390625,0.8335,3.2686517531079276e-06
340,000013,16,0.60009765625,0.8403,-0.0007516185072958918
341,000013,17,0.57958984375,0.8418,-0.0007660812114229469
342,000013,18,0.52734375,0.854,-0.0007740242164496931
343,000013,19,0.61474609375,0.8516,-0.003370253107176029
344,000013,20,0.48876953125,0.8652,-0.0024152689276220086
345,000013,21,0.84765625,0.8735,-0.0024152689276220086
346,000013,22,0.732421875,0.873,-1.3431296513448601e-07
347,000013,23,1.14453125,0.856,-0.03513505552610727
348,000013,24,0.8623046875,0.8457,-0.03513505552610727
349,000013,25,1.4189453125,0.8477,-0.03513505552610727
350,000014,1,2.74609375,0.2817,-0.004144163952766414
351,000014,2,2.732421875,0.4182,-8.28475970664818e-07
352,000014,3,2.642578125,0.4146,-0.0004020056714236671
353,000014,4,2.443359375,0.3628,0.002916115783081097
354,000014,5,2.193359375,0.3916,0.005284847216301042
355,000014,6,1.8837890625,0.4783,0.007635187904570434
356,000014,7,1.9892578125,0.5605,-0.0018456387415406936
357,000014,8,1.931640625,0.5576,0.02294673444967815
358,000014,9,1.6015625,0.603,-0.003671870704730108
359,000014,10,1.638671875,0.5967,0.0021708961147919037
360,000014,11,1.478515625,0.6597,-0.0038105526900955172
361,000014,12,1.3984375,0.427,0.022538910114461963
362,000014,13,1.3134765625,0.5815,-0.00032075146695427145
363,000014,14,1.064453125,0.6191,-8.780263804286301e-05
364,000014,15,0.83251953125,0.6802,6.749406189530266e-06
365,000014,16,0.6826171875,0.7041,0.012787829642949888
366,000014,17,0.56787109375,0.7129,-0.003963252228164016
367,000014,18,0.52685546875,0.7832,1.6772403649539684e-18
368,000014,19,0.447998046875,0.7578,-0.0005195922190326038
369,000014,20,0.68115234375,0.7139,-0.0021951727836032817
370,000014,21,0.5390625,0.7446,0.00029334712334807417
371,000014,22,0.9560546875,0.8188,0.0003222878223627518
372,000014,23,0.8466796875,0.7744,0.0003222878223627518
373,000014,24,1.1171875,0.835,0.0003222878223627518
374,000014,25,1.2607421875,0.7422,0.0003222878223627518
375,000015,1,2.701171875,0.3672,-8.823308115273032e-08
376,000015,2,2.703125,0.3738,0.0006016216870769545
377,000015,3,2.61328125,0.395,1.7240200393950874e-18
378,000015,4,2.40625,0.3894,-6.982136539393329e-05
379,000015,5,2.15625,0.5186,0.001296297195447521
380,000015,6,2.173828125,0.3955,-0.0343942060342482
381,000015,7,2.0,0.4866,-1.1907984281531515e-08
382,000015,8,1.865234375,0.5376,-0.00021530528933467845
383,000015,9,1.671875,0.5151,4.100256969123868e-06
384,000015,10,1.7265625,0.5391,-0.03585328638801108
385,000015,11,1.5029296875,0.5435,-5.335183955067432e-08
386,000015,12,1.318359375,0.623,-0.004056091735451253
387,000015,13,1.3271484375,0.5864,0.015480325579420029
388,000015,14,1.00390625,0.6489,0.0006445074713720689
389,000015,15,0.8359375,0.6372,-1.958649480633314e-08
390,000015,16,0.64208984375,0.6553,-0.0038425538501695167
391,000015,17,0.5068359375,0.7012,-0.029855837454830753
392,000015,18,0.58544921875,0.6533,-0.00417057146713655
393,000015,19,0.45654296875,0.6484,-0.0006033519698341178
394,000015,20,0.50390625,0.6504,-0.00045778860657508073
395,000015,21,0.5185546875,0.6499,1.1182910308138103e-05
396,000015,22,0.6279296875,0.6299,0.000263584745877149
397,000015,23,1.0615234375,0.6074,-6.25795152065802e-07
398,000015,24,0.94482421875,0.5933,-6.25795152065802e-07
399,000015,25,1.2861328125,0.5933,-6.25795152065802e-07
400,000016,1,2.685546875,0.2954,0.007615762802583387
401,000016,2,2.712890625,0.3435,0.0004909120189608637
402,000016,3,2.646484375,0.3601,6.208153845323194e-05
403,000016,4,2.388671875,0.4016,0.00012080346022312963
404,000016,5,2.478515625,0.4377,-0.002770397704938865
405,000016,6,2.26171875,0.4949,0.0017703907281639564
406,000016,7,2.103515625,0.5264,-4.62435350999495e-09
407,000016,8,1.6806640625,0.5703,0.02615446213196532
408,000016,9,1.6064453125,0.5728,0.002798907439628212
409,000016,10,1.521484375,0.6328,3.7523788226955304e-05
410,000016,11,1.4521484375,0.6826,-2.7592721022248083e-08
411,000016,12,1.3271484375,0.6641,0.0026862147276052184
412,000016,13,1.1357421875,0.6372,-2.3728488233498485e-08
413,000016,14,0.9365234375,0.7559,-0.027998988041610384
414,000016,15,0.8154296875,0.731,-0.02953468256928768
415,000016,16,0.712890625,0.7593,-1.582136987644853e-07
416,000016,17,0.5791015625,0.77,-1.6749129863445015e-05
417,000016,18,0.62158203125,0.7637,-1.6101409906356562e-08
418,000016,19,0.52978515625,0.7583,-0.02919067973056888
419,000016,20,0.71826171875,0.7617,-0.027591436165931044
420,000016,21,0.677734375,0.7432,-0.03137852216132925
421,000016,22,0.6259765625,0.7637,-0.03137852216132925
422,000016,23,1.0439453125,0.7993,-0.0304175206449179
423,000016,24,0.68212890625,0.7686,-0.0304175206449179
424,000016,25,1.3515625,0.7798,-0.0304175206449179
425,000017,1,2.703125,0.3704,-0.004146171495439083
426,000017,2,2.75390625,0.425,-0.001961124963105916
427,000017,3,2.576171875,0.332,-0.0009747864534679837
428,000017,4,2.52734375,0.3843,-3.8239800795863124e-08
429,000017,5,2.39453125,0.3831,-0.0008907283370589297
430,000017,6,2.1796875,0.4634,0.0019804183086284816
431,000017,7,2.056640625,0.4207,-0.00349040161881381
432,000017,8,1.89453125,0.4114,0.00010787974876450349
433,000017,9,1.7197265625,0.52,2.4774548757989578e-17
434,000017,10,1.615234375,0.5044,0.021147039363320904
435,000017,11,1.576171875,0.5254,-0.00028224480734725943
436,000017,12,1.41796875,0.584,-0.02847874339590903
437,000017,13,1.2509765625,0.6611,-5.766180625778588e-06
438,000017,14,0.9853515625,0.668,-0.027681132624887583
439,000017,15,0.841796875,0.7178,-0.002615828303988148
440,000017,16,0.6884765625,0.6997,3.384419657591615e-18
441,000017,17,0.634765625,0.6699,0.0012595980238354482
442,000017,18,0.6064453125,0.6245,-0.0009360220581988293
443,000017,19,0.560546875,0.6348,-0.0002644027000177525
444,000017,20,0.6162109375,0.5762,2.6844253237734428e-05
445,000017,21,0.65966796875,0.5713,3.523100583073188e-06
446,000017,22,0.72802734375,0.6289,0.0023457179534415173
447,000017,23,0.67724609375,0.6074,0.0009527886765049592
448,000017,24,1.0107421875,0.6128,0.0009527886765049592
449,000017,25,1.33203125,0.5107,0.0009527886765049592
450,000018,1,2.66796875,0.3032,3.5769342251745773e-06
451,000018,2,2.736328125,0.3586,0.006132888275005494
452,000018,3,2.525390625,0.4226,0.0038327653351720448
453,000018,4,2.45703125,0.301,0.00040384507513631374
454,000018,5,2.267578125,0.3538,7.461321343362262e-05
455,000018,6,2.16015625,0.3757,0.0015771243685110126
456,000018,7,1.986328125,0.3613,-2.582493830199581e-05
457,000018,8,1.9560546875,0.3396,0.00021824750210712451
458,000018,9,1.7373046875,0.3979,0.0003978176978947853
459,000018,10,1.533203125,0.4236,-1.1479966469959244e-07
460,000018,11,1.541015625,0.6079,-1.0697565984465372e-07
461,000018,12,1.2529296875,0.585,0.018370053814617038
462,000018,13,1.076171875,0.5825,0.0020660574614980026
463,000018,14,0.9931640625,0.6089,-8.971431041412774e-09
464,000018,15,0.80029296875,0.6387,-0.00019316882878128716
465,000018,16,0.64453125,0.6426,-0.0028018375114491345
466,000018,17,0.55810546875,0.6455,-7.150584421008418e-08
467,000018,18,0.5224609375,0.5991,0.0016581699964048624
468,000018,19,0.439208984375,0.6616,0.0010562533205672187
469,000018,20,0.56689453125,0.6665,-0.0009696407801631918
470,000018,21,0.646484375,0.7314,-1.012549641828597e-05
471,000018,22,0.962890625,0.4282,-1.012549641828597e-05
472,000018,23,0.68359375,0.7383,-1.012549641828597e-05
473,000018,24,1.1748046875,0.7217,8.566133460424785e-05
474,000018,25,0.90576171875,0.5498,-2.3864300092471015e-05
475,000019,1,2.6875,0.3237,-0.0026718852875558465
476,000019,2,2.744140625,0.3596,-0.0034366099804049653
477,000019,3,2.52734375,0.4399,0.0053729830101088005
478,000019,4,2.4453125,0.3892,-0.004166407069250838
479,000019,5,2.265625,0.4546,2.1559305688855293e-05
480,000019,6,2.1796875,0.4624,-0.0009134944801328995
481,000019,7,2.00390625,0.5127,-0.0009665694446438361
482,000019,8,1.91796875,0.5156,-0.0029727648015006668
483,000019,9,1.79296875,0.48,0.0009966173301356185
